"Turkey, fryer-roasters, back, meat and skin, raw",0,0,,183,".5 back, bone removed",52,"1 unit,  (yield from 1 lb ready-to-cook turkey)"
"Turkey, fryer-roasters, back, meat and skin, cooked, roasted",0,0,,130,".5 back, bone removed",37,"1 unit,  (yield from 1 lb ready-to-cook turkey)"
"Turkey, fryer-roasters, back, meat only, raw",0,0,,43,"1 unit,  (yield from 1 lb ready-to-cook turkey)",150,".5 back, bone and skin removed"
"Turkey, fryer-roasters, back, meat only, cooked, roasted",0,0,,27,"1 unit,  (yield from 1 lb ready-to-cook turkey)",99,".5 back, bone and skin removed"
"Turkey, fryer-roasters, breast, meat and skin, raw",0,0,0,123,"1 unit,  (yield from 1 lb ready-to-cook turkey)",433,".5 breast, bone removed"
"Turkey, fryer-roasters, breast, meat and skin, cooked, roasted",0,0,,98,"1 unit,  (yield from 1 lb ready-to-cook turkey)",344,".5 breast, bone removed"
"Turkey, fryer-roasters, breast, meat only, raw",0,0,,111,"1 unit,  (yield from 1 lb ready-to-cook turkey)",390,".5 breast, bone and skin removed"
"Turkey, fryer-roasters, breast, meat only, cooked, roasted",0,0,0,87,"1 unit,  (yield from 1 lb ready-to-cook turkey)",306,".5 breast, bone and skin removed"
"Turkey, fryer-roasters, leg, meat and skin, raw",0,0,,99,"1 unit,  (yield from 1 lb ready-to-cook turkey)",349,"1 leg, bone removed"
"Turkey, fryer-roasters, leg, meat and skin, cooked, roasted",0,0,,70,"1 unit,  (yield from 1 lb ready-to-cook turkey)",245,"1 leg, bone removed"
"Turkey, fryer-roasters, leg, meat only, raw",0,0,,93,"1 unit,  (yield from 1 lb ready-to-cook turkey)",329,"1 leg, bone and skin removed"
"Turkey, fryer-roasters, leg, meat only, cooked, roasted",0,0,,64,"1 unit,  (yield from 1 lb ready-to-cook turkey)",224,"1 leg, bone and skin removed"
"Turkey, fryer-roasters, wing, meat and skin, raw",0,0,,36,"1 unit,  (yield from 1 lb ready-to-cook turkey)",128,"1 wing, bone removed"
"Turkey, fryer-roasters, wing, meat and skin, cooked, roasted",0,0,,25,"1 unit,  (yield from 1 lb ready-to-cook turkey)",90,"1 wing, bone removed"
"Turkey, fryer-roasters, wing, meat only, raw",0,0,,26,"1 unit,  (yield from 1 lb ready-to-cook turkey)",90,"1 wing, bone and skin removed"
"Turkey, fryer-roasters, wing, meat only, cooked, roasted",0,0,0,17,"1 unit,  (yield from 1 lb ready-to-cook turkey)",60,"1 wing, bone and skin removed"
"Turkey, young hen, meat and skin and giblets and neck, raw",0.11,0,,4457,"1 turkey",,
"Turkey, young hen, meat and skin and giblets and neck, cooked, roasted",0.07,0,,263,"1 unit,  (yield from 1 lb ready-to-cook turkey)",3300,"1 turkey"
"Turkey, young hen, meat and skin, raw",0,0,,327,"1 unit,  (yield from 1 lb ready-to-cook turkey)",2052,".5 turkey, bone removed"
"Turkey, young hen, meat and skin, cooked, roasted",0,0,,243,"1 unit,  (yield from 1 lb ready-to-cook turkey)",1524,".5 turkey, bone removed"
"Turkey, young hen, meat only, raw",0,0,,276,"1 unit,  (yield from 1 lb ready-to-cook turkey)",1731,".5 turkey, bone and skin removed"
"Turkey, young hen, meat only, cooked, roasted",0,0,,140,"1 cup, chopped or diced",212,"1 unit,  (yield from 1 lb ready-to-cook turkey)"
"Turkey, young hen, skin only, raw",0,0,,51,"1 unit,  (yield from 1 lb ready-to-cook turkey)",321,".5 turkey, skin only"
"Turkey, young hen, skin only, cooked, roasted",0,0,,31,"1 unit,  (yield from 1 lb ready-to-cook turkey)",196,".5 turkey, skin only"
"Turkey, young hen, light meat, meat and skin, raw",0,0,,175,"1 unit,  (yield from 1 lb ready-to-cook turkey)",1099,".5 turkey, bone removed"
"Turkey, young hen, light meat, meat and skin, cooked, roasted",0,0,,137,"1 unit,  (yield from 1 lb ready-to-cook turkey)",859,".5 turkey, bone removed"
"Turkey, young hen, dark meat, meat and skin, raw",0,0,,152,"1 unit,  (yield from 1 lb ready-to-cook turkey)",953,".5 turkey, bone and skin removed"
"Turkey, young hen, dark meat, meat and skin, cooked, roasted",0,0,,106,"1 unit,  (yield from 1 lb ready-to-cook turkey)",665,".5 turkey, bone and skin removed"
"Turkey, young hen, light meat, meat only, raw",0,0,,147,"1 unit,  (yield from 1 lb ready-to-cook turkey)",919,".5 turkey, bone and skin removed"
"Turkey, young hen, light meat, meat only, cooked, roasted",0,0,,140,"1 cup, chopped or diced",119,"1 unit,  (yield from 1 lb ready-to-cook turkey)"
"Turkey, young hen, dark meat, meat only, raw",0,0,,130,"1 unit,  (yield from 1 lb ready-to-cook turkey)",812,".5 turkey, bone and skin removed"
"Turkey, young hen, dark meat, meat only, cooked, roasted",0,0,,140,"1 cup, chopped or diced",93,"1 unit,  (yield from 1 lb ready-to-cook turkey)"
"Turkey, young hen, back, meat and skin, raw",0,0,,298,".5 back, bone removed",47,"1 unit,  (yield from 1 lb ready-to-cook turkey)"
"Turkey, young hen, back, meat and skin, cooked, roasted",0,0,,217,".5 back, bone removed",35,"1 unit,  (yield from 1 lb ready-to-cook turkey)"
"Turkey, young hen, breast, meat and skin, raw",0,0,,139,"1 unit,  (yield from 1 lb ready-to-cook turkey)",874,".5 breast, bone removed"
"Turkey, young hen, breast, meat and skin, cooked, roasted",0,0,,109,"1 unit,  (yield from 1 lb ready-to-cook turkey)",686,".5 breast, bone removed"
"Turkey, young hen, leg, meat and skin, raw",0,0,,105,"1 unit,  (yield from 1 lb ready-to-cook turkey)",656,"1 leg, bone removed"
"Turkey, young hen, leg, meat and skin, cooked, roasted",0,0,,71,"1 unit,  (yield from 1 lb ready-to-cook turkey)",448,"1 leg, bone removed"
"Turkey, young hen, wing, meat and skin, raw",0,0,,36,"1 unit,  (yield from 1 lb ready-to-cook turkey)",224,"1 wing, bone removed"
"Turkey, young hen, wing, meat and skin, cooked, roasted",0,0,,28,"1 unit,  (yield from 1 lb ready-to-cook turkey)",174,"1 wing, bone removed"
"Turkey, young tom, meat and skin and giblets and neck, raw",0.08,0,,8399,"1 turkey",,
"Turkey, young tom, meat and skin and giblets and neck, cooked, roasted",0.1,0,,258,"1 unit,  (yield from 1 lb ready-to-cook turkey)",5957,"1 turkey"
"Turkey, young tom, meat and skin, raw",0,0,,338,"1 unit,  (yield from 1 lb ready-to-cook turkey)",3895,".5 turkey, bone removed"
"Turkey, young tom, meat and skin, cooked, roasted",0,0,,239,"1 unit,  (yield from 1 lb ready-to-cook turkey)",2750,".5 turkey, bone removed"
"Turkey, young tom, meat only, raw",0,0,,286,"1 unit,  (yield from 1 lb ready-to-cook turkey)",3302,".5 turkey, bone and skin removed"
"Turkey, young tom, meat only, cooked, roasted",0,0,,140,"1 cup, chopped or diced",206,"1 unit,  (yield from 1 lb ready-to-cook turkey)"
"Turkey, young tom, skin only, raw",0,0,,51,"1 unit,  (yield from 1 lb ready-to-cook turkey)",592,".5 turkey, skin only"
"Turkey, young tom, skin only, cooked, roasted",0,0,,32,"1 unit,  (yield from 1 lb ready-to-cook turkey)",374,".5 turkey, skin only"
"Turkey, young tom, light meat, meat and skin, raw",0,0,,185,"1 unit,  (yield from 1 lb ready-to-cook turkey)",2137,".5 turkey, bone removed"
"Turkey, young tom, light meat, meat and skin, cooked, roasted",0,0,,136,"1 unit,  (yield from 1 lb ready-to-cook turkey)",1566,".5 turkey, bone removed"
"Turkey, young tom, dark meat, meat and skin, raw",0,0,,152,"1 unit,  (yield from 1 lb ready-to-cook turkey)",1758,".5 turkey, bone removed"
"Turkey, young tom, dark meat, meat and skin, cooked, roasted",0,0,,103,"1 unit,  (yield from 1 lb ready-to-cook turkey)",1184,".5 turkey, bone removed"
"Turkey, young tom, light meat, meat only, raw",0,0,,154,"1 unit,  (yield from 1 lb ready-to-cook turkey)",1771,".5 turkey, bone and skin removed"
"Turkey, young tom, light meat, meat only, cooked, roasted",0,0,,140,"1 cup, chopped or diced",117,"1 unit,  (yield from 1 lb ready-to-cook turkey)"
"Turkey, young tom, dark meat, meat only, raw",0,0,,133,"1 unit,  (yield from 1 lb ready-to-cook turkey)",1532,".5 turkey, bone and skin removed"
"Turkey, young tom, dark meat, meat only, cooked, roasted",0,0,,140,"1 cup, chopped or diced",90,"1 unit,  (yield from 1 lb ready-to-cook turkey)"
"Turkey, young tom, back, meat and skin, raw",0,0,,524,".5 back, bone removed",45,"1 unit,  (yield from 1 lb ready-to-cook turkey)"
"Turkey, young tom, back, meat and skin, cooked, roasted",0,0,,380,".5 back, bone removed",33,"1 unit,  (yield from 1 lb ready-to-cook turkey)"
"Turkey, young tom, breast, meat and skin, raw",0,0,,155,"1 unit,  (yield from 1 lb ready-to-cook turkey)",1789,".5 breast, bone removed"
"Turkey, young tom, breast, meat and skin, cooked, roasted",0,0,,115,"1 unit,  (yield from 1 lb ready-to-cook turkey)",1329,".5 breast, bone removed"
"Turkey, young tom, leg, meat and skin, raw",0,0,,107,"1 unit,  (yield from 1 lb ready-to-cook turkey)",1234,"1 leg, bone removed"
"Turkey, young tom, leg, meat and skin, cooked, roasted",0,0,,805,"1 leg, bone removed (yield after cooking)",70,"1 unit,  (yield from 1 lb ready-to-cook turkey)"
"Turkey, young tom, wing, meat and skin, raw",0,0,,30,"1 unit,  (yield from 1 lb ready-to-cook turkey)",348,"1 wing, bone removed"
"Turkey, young tom, wing, meat and skin, cooked, roasted",0,0,,21,"1 unit,  (yield from 1 lb ready-to-cook turkey)",237,"1 wing, bone removed"
"Chicken, canned, meat only, with broth",0,0,0,142,"1 can,  (5 oz)",,
"Pate de foie gras, canned (goose liver pate), smoked",4.67,0,,13,"1 tbsp",28.35,"1 oz"
"Turkey, canned, meat only, with broth",1.47,0,0,135,"1 cup,  drained",142,"1 can,  (5 oz)"
"Turkey, diced, light and dark meat, seasoned",1,0,,28.35,"1 oz",227,".5 lb"
"Turkey and gravy, frozen",4.61,0,,240,"1 cup",142,"1 package,  (net weight, 5 oz)"
"Turkey patties, breaded, battered, fried",15.7,0.5,0.32,28,"1 medium, slice (approx 3"" x 2"" x 1/4"")",42,"1 thick, slice (approx 3"" x 2"" x 3/8"")"
"Turkey breast, pre-basted, meat and skin, cooked, roasted",0,0,,864,".5 breast, bone removed",,
"Turkey thigh, pre-basted, meat and skin, cooked, roasted",0,0,,314,"1 thigh, bone removed",,
"Turkey roast, boneless, frozen, seasoned, light and dark meat, raw",6.4,0,,1134,"1 box,  (net weight, 2.5 lb)",284,".25 box,  (net weight, 0.625 lb)"
"Turkey roast, boneless, frozen, seasoned, light and dark meat, roasted",3.07,0,0,135,"1 cup, chopped or diced",782,"1 box,  (net weight, 1.72 lb)"
"Turkey sticks, breaded, battered, fried",17,,,64,"1 stick,  (2.25 oz)",,
"Poultry, mechanically deboned, from backs and necks with skin, raw",0,0,,227,".5 lb",,
"Poultry, mechanically deboned, from backs and necks without skin, raw",0,0,,227,".5 lb",,
"Poultry, mechanically deboned, from mature hens, raw",0,0,,227,".5 lb",,
"Turkey, mechanically deboned, from turkey frames, raw",0,0,,227,".5 lb",,
"Poultry food products, ground turkey, raw",0,0,0,453.6,"1 lb",114,"1 patty,  4 oz"
"Poultry food products, ground turkey, cooked",0,0,0,82,"1 patty,  (4 oz, raw) (yield after cooking)",330,"1 unit,  yield from 1 lb raw"
"Chicken, cornish game hens, meat and skin, raw",0,0,0,168,".5 bird",,
"Chicken, cornish game hens, meat and skin, cooked, roasted",0,0,0,257,"1 bird, whole",129,".5 bird"
"Chicken, cornish game hens, meat only, raw",0,0,0,239,"1 bird, whole",120,".5 bird"
"Chicken, cornish game hens, meat only, cooked, roasted",0,0,0,220,"1 bird, whole",110,".5 bird"
"Chicken, canned, no broth",0.9,0,0,205,"1 cup",125,"1 can,  (5 oz) yields"
"Chicken, wing, frozen, glazed, barbecue flavored",3.34,0.6,2.04,29,"1 piece",86,"1 serving"
"Chicken, wing, frozen, glazed, barbecue flavored, heated (microwave)",3.84,0.9,2.1,74,"1 serving",,
"Chicken, broilers or fryers, breast, skinless, boneless, meat only, enhanced, raw",0,0,0,118,".5 breast, bone and skin r",,
"Duck, young duckling, domesticated, White Pekin, breast, meat and skin, boneless, cooked, roasted",0,,,56,"1 unit,  (yield from 1 lb ready-to-cook duck)",85,"3 oz"
"Duck, young duckling, domesticated, White Pekin, breast, meat only, boneless, cooked without skin, broiled",0,,,174,"1 cup, chopped or diced",44,"1 unit,  (yield from 1 lb ready-to-cook duck)"
"Duck, young duckling, domesticated, White Pekin, leg, meat and skin, bone in, cooked, roasted",0,,,92,"1 leg, bone removed (yield after cooking)",43,"1 unit,  (yield from 1 lb ready-to-cook duck)"
"Duck, young duckling, domesticated, White Pekin, leg, meat only, bone in, cooked without skin, braised",0,,,174,"1 cup, chopped or diced, cooked",35,"1 unit,  (yield from 1 lb ready-to-cook duck)"
"Chicken, wing, frozen, glazed, barbecue flavored, heated (conventional oven)",3.36,0.5,1.94,96,"1 serving",,
"Chicken nuggets, frozen, cooked",14.09,2.1,0,20,"1 piece",,
"Chicken nuggets, frozen, uncooked",14.38,2.4,0,20,"1 piece",,
"Chicken patty, frozen, uncooked",13.61,1.2,0,60,"1 patty",,
"Chicken patty, frozen, cooked",12.84,0.3,0,60,"1 patty",,
"Chicken breast tenders, cooked, conventional oven",17,1.3,0.41,,,,
"Chicken breast tenders, cooked, microwaved",17.56,0,0,15,"1 piece",62,"4 pieces"
"Chicken breast tenders, uncooked",15.01,1.1,0.37,15,"1 piece",62,"4 pieces"
"Chicken, ground, raw",0.04,0,0,112,"4 oz, crumbled",,
"Chicken, ground, crumbles, cooked, pan-browned",0,0,0,85,"3 oz, crumbled",,
"Chicken, feet, boiled",0.2,0,0,28.35,"1 oz",453.6,"1 lb"
"USDA Commodity Chicken, canned, meat only, drained",0,0,0,135,"1 cup,  drained",142,"1 can,  (5 oz)"
"USDA Commodity, Chicken, canned, meat only, with water",0,0,0,135,"1 cup,  drained",142,"1 can,  (5 oz)"
"USDA Commodity, Chicken, canned, meat only, with broth",0.23,0,0.03,135,"1 cup,  drained",142,"1 can,  (5 oz)"
"Chicken, broilers or fryers, back, meat only, cooked, rotisserie, original seasoning",0,0,0,102,"1 back",85,"1 serving,  (3 oz)"
"Chicken, broilers or fryers, breast, meat only, cooked, rotisserie, original seasoning",0,0,0,343,"1 breast",85,"1 serving"
"Chicken, broilers or fryers, drumstick, meat only, cooked, rotisserie, original seasoning",0,0,0,53,"1 drumstick",85,"1 serving,  (3oz)"
"Chicken, broilers or fryers, skin only, cooked, rotisserie, original seasoning",0,0,0.11,28.35,"1 oz",,
"Chicken, broilers or fryers, thigh, meat only, cooked, rotisserie, original seasoning",0,0,0,89,"1 thigh",85,"1 serving,  (3 oz)"
"Chicken, broilers or fryers, wing, meat only, cooked, rotisserie, original seasoning",0,0,0,53,"1 wing",85,"1 serving,  (3 oz)"
"Chicken, broilers or fryers, back, meat and skin, cooked, rotisserie, original seasoning",0,0,0.03,102,"1 back",85,"1 serving,  (3 oz)"
"Chicken, broilers or fryers, breast, meat and skin, cooked, rotisserie, original seasoning",0,0,0.02,343,"1 breast",85,"1 serving,  (3 oz)"
"Chicken, broilers or fryers, drumstick, meat and skin, cooked, rotisserie, original seasoning",0,0,0.02,53,"1 drumstick",85,"1 serving,  (3 oz)"
"Chicken, broilers or fryers, thigh, meat and skin, cooked, rotisserie, original seasoning",0,0,0.02,89,"1 thigh",85,"1 serving"
"Chicken, broilers or fryers, wing, meat and skin, cooked, rotisserie, original seasoning",0,0,0.04,53,"1 wing",85,"1 serving,  (3 oz)"
"USDA Commodity, chicken fajita strips, frozen",2.23,0,0,9.4,"1 strip",,
"USDA Commodity, turkey taco meat, frozen, cooked",3.03,0,0,183,"1 cup",,
"USDA Commodity, turkey ham, dark meat, smoked, frozen",3.1,0,1.2,28.35,"1 oz",28,"1 serving"
"Emu, ground, raw",0,0,0,117,"1 patty",,
"Emu, ground, cooked, pan-broiled",0,0,0,109,"1 patty,  (yield from 135.8 g raw meat)",85,"1 serving,  ( 3 oz )"
"Emu, fan fillet, raw",0,0,0,513,"1 fan fillet",85,"1 serving,  ( 3 oz )"
"Emu, fan fillet, cooked, broiled",0,0,0,394,"1 steak",85,"1 serving,  ( 3 oz )"
"Emu, flat fillet, raw",0,0,0,354,"1 flat fillet",,
"Emu, full rump, raw",0,0,0,695,"1 full rump",,
"Emu, full rump, cooked, broiled",0,0,0,496,"1 full rump, cooked ( yield from 695 g raw meat )",85,"1 serving,  ( 3 oz )"
"Emu, inside drum, raw",0,0,0,572,"1 inside drum",,
"Emu, inside drums, cooked, broiled",0,0,0,416,"1 inside drum, cooked ( yield from 572 g raw meat )",85,"1 serving,  ( 3 oz )"
"Emu, outside drum, raw",0,0,0,422,"1 outside drum",,
"Emu, oyster, raw",0,0,0,300,"1 steak",,
"Emu, top loin, cooked, broiled",0,0,0,244,"1 steak",85,"1 serving,  ( 3 oz )"
"Ostrich, ground, raw",0,0,0,109,"1 patty",435,"4 patty"
"Ostrich, ground, cooked, pan-broiled",0,0,0,93,"1 patty",85,"1 serving,  ( 3 oz )"
"Ostrich, fan, raw",0,0,0,85,"1 serving,  ( cooked from 4oz raw)",28.35,"1 oz"
"Ostrich, inside leg, raw",0,0,0,85,"1 serving,  ( cooked from 4 oz raw )",28.35,"1 oz"
"Ostrich, inside leg, cooked",0,0,0,85,"1 serving,  ( 3 oz )",,
"Ostrich, inside strip, raw",0,0,0,85,"1 serving,  (cooked from 4 oz raw)",28.35,"1 oz"
"Ostrich, inside strip, cooked",0,0,0,85,"1 serving,  ( 3 oz )",,
"Ostrich, outside leg, raw",0,0,0,85,"1 serving,  (cooked from 4 oz raw)",28.35,"1 oz"
"Ostrich, outside strip, raw",0,0,0,85,"1 serving,  (cooked from 4 oz raw)",28.35,"1 oz"
"Ostrich, outside strip, cooked",0,0,0,85,"1 serving,  ( 3 oz )",,
"Ostrich, oyster, raw",0,0,0,85,"1 serving,  ( cooked from 4 oz raw)",28.35,"1 oz"
"Ostrich, oyster, cooked",0,0,0,85,"1 serving,  ( 3 oz )",,
"Ostrich, round, raw",0,0,0,85,"1 serving,  (cooked from 4 oz raw)",28.35,"1 oz"
"Ostrich, tenderloin, raw",0,0,0,85,"1 serving,  (cooked from 4 oz raw)",456,"1 lb"
"Ostrich, tip trimmed, raw",0,0,0,85,"1 serving,  ( cooked from 4 oz raw)",28.35,"1 oz"
"Ostrich, tip trimmed, cooked",0,0,0,85,"1 serving,  ( 3 oz )",,
"Ostrich, top loin, raw",0,0,0,85,"1 serving,  (cooked from 4 oz raw)",28.35,"1 oz"
"Ostrich, top loin, cooked",0,0,0,85,"1 serving,  ( 3 oz )",,
"Chicken, liver, all classes, cooked, pan-fried",1.11,0,0,44,"1 liver",28.35,"1 oz"
"Ground Turkey, fat free, raw",0,0,0,85,"1 patty,  (cooked from 4 oz raw)",28.35,"1 oz"
"Ground turkey, fat free, pan-broiled crumbles",0,0,0,85,"3 oz",,
"Ground turkey, fat free, patties, broiled",0,0,0,85,"1 patty",28.35,"1 oz"
"Ground turkey, 93% lean, 7% fat, raw",0,0,0,28.35,"1 oz",453,"1 lb"
"Ground turkey, 93% lean, 7% fat, pan-broiled crumbles",0,0,0,85,"3 oz",,
"Ground turkey, 93% lean, 7% fat, patties, broiled",0,0,0,85,"3 oz",,
"Ground turkey, 85% lean, 15% fat, raw",0,0,0,85,"1 patty,  (cooked from 4 oz raw)",28.35,"1 oz"
"Ground turkey, 85% lean, 15% fat, pan-broiled crumbles",0,0,0,85,"3 oz",,
"Ground turkey, 85% lean, 15% fat, patties, broiled",0,0,0,85,"3 oz",,
"Chicken, broilers or fryers, dark meat, drumstick, meat only, cooked, braised",0,0,0,95,"1 drumstick, without skin",105,"1 drumstick, with skin"
"Chicken, broilers or fryers, dark meat, thigh, meat only, cooked, braised",0,0,0,111,"1 thigh, without skin",129,"1 thigh, with skin"
"Chicken, skin (drumsticks and thighs), cooked, braised",0,0,0,28.35,"1 oz",453,"1 lb"
"Chicken, skin (drumsticks and thighs), raw",0.79,0,0,28.35,"1 oz",453,"1 lb"
"Chicken, skin (drumsticks and thighs), cooked, roasted",0,0,0,28.35,"1 oz",453,"1 lb"
"Chicken, broilers or fryers, dark meat, drumstick, meat and skin, cooked, braised",0,0,0,95,"1 drumstick, without skin",105,"1 drumstick, with skin"
"Chicken, broilers or fryers, dark meat, thigh, meat and skin, cooked, braised",0,0,0,111,"1 thigh, without skin",129,"1 thigh, with skin"
"Soup, cream of asparagus, canned, condensed",8.52,0.4,0.72,126,".5 cup,  (4 fl oz)",305,"1 can,  (10.75 oz)"
"Soup, black bean, canned, condensed",15.42,6.8,2.49,257,"1 cup,  (8 fl oz)",312,"1 can,  (11 oz), undiluted"
"CAMPBELL Soup Company, CAMPBELL'S Red and White, Beefy Mushroom Soup, condensed",4.76,0,0.79,126,"1 serving, 1/2 cup",,
"Soup, bean with pork, canned, condensed",16.97,5.9,3,326,"1 can, 11.5 oz",130,".5 cup"
"Soup, bean with frankfurters, canned, condensed",16.75,4.6,,263,"1 cup,  (8 fl oz)",319,"1 can,  (11.25 oz)"
"Soup, bean with ham, canned, chunky, ready-to-serve",11.16,4.6,,243,"1 cup,  (8 fl oz)",546,"1 can,  (19.25 oz)"
"Soup, beef broth or bouillon canned, ready-to-serve",0.04,0,0,240,"1 cup",435,"1 can, 14.5 oz"
"Soup, beef noodle, canned, condensed",7.16,0.6,2.06,125,".5 cup",305,"1 can,  (10.75 oz)"
"Soup, cream of celery, canned, condensed",7.03,0.6,1.35,126,".5 cup",305,"1 can,  (10.75 oz)"
"Soup, cheese, canned, condensed",8.19,0.8,0.6,129,".5 cup",312,"1 can,  (11 oz), undiluted"
"Soup, chicken with dumplings, canned, condensed",4.93,0.4,0.46,123,".5 cup,  (4 fl oz)",298,"1 can,  (10.5 oz)"
"Soup, chicken broth, canned, condensed",0.75,0,0.35,126,".5 cup,  (4 fl oz)",305,"1 can,  (10.75 oz)"
"CAMPBELL Soup Company, CAMPBELL'S Red and White, Broccoli Cheese Soup, condensed",9.68,0,2.42,124,"1 serving, 1/2 cup",,
"Soup, chicken, canned, chunky, ready-to-serve",6.88,0.6,0.87,245,"1 cup",,
"Soup, cream of chicken, canned, condensed",7.16,0,0.54,126,".5 cup,  (4 fl oz)",305,"1 can,  (10.75 oz)"
"Soup, chicken gumbo, canned, condensed",6.67,1.6,1.93,126,".5 cup,  (4 fl oz)",305,"1 can,  (10.75 oz)"
"Soup, chunky chicken noodle, canned, ready-to-serve",4,0.8,0.38,530,"1 can",243,"1 cup"
"Soup, chicken noodle, canned, condensed",6.03,0.3,0.54,126,".5 cup",303,"1 can,  (10.7oz)"
"Soup, chicken rice, canned, chunky, ready-to-serve",5.41,0.4,0.6,240,"1 cup",539,"1 can, 19 oz"
"Soup, chicken with rice, canned, condensed",5.84,0.5,0.16,119,".5 cup",298,"1 can,  (10.5 oz)"
"Soup, chicken vegetable, chunky, canned, ready-to-serve",7.87,,,240,"1 cup,  (8 fl oz)",539,"1 can,  (19 oz)"
"Soup, chicken vegetable, canned, condensed",7.01,0.7,1.26,121,".5 cup",303,"1 can,  (10.7 oz)"
"Soup, chili beef, canned, condensed",18.86,2.5,5.09,263,"1 cup,  (8 fl oz)",319,"1 can,  (11.25 oz)"
"Soup, clam chowder, manhattan style, canned, chunky, ready-to-serve",7.84,1.2,1.67,240,"1 cup,  (8 fl oz)",539,"1 can,  (19 oz)"
"Soup, clam chowder, manhattan, canned, condensed",9.74,1.2,2.7,126,".5 cup,  (4 fl oz)",305,"1 can,  (10.75 oz)"
"CAMPBELL Soup Company, HEALTHY REQUEST, Chicken with Rice, condensed",7.19,0.8,0.79,126,".5 cup",,
"Soup, clam chowder, new england, canned, condensed",10.32,0.7,0.38,126,".5 cup",303,"1 can,  (10.7 oz)"
"Soup, beef broth bouillon and consomme, canned, condensed",0.84,0,0,124,".5 cup",310,"1 can,  (10.5 oz)"
"Soup, crab, canned, ready-to-serve",4.22,0.3,,244,"1 cup,  (8 fl oz)",369,"1 can,  (13 oz)"
"Soup, escarole, canned, ready-to-serve",0.72,,,248,"1 cup,  (8 fl oz)",553,"1 can,  (19.5 oz)"
"Soup, gazpacho, canned, ready-to-serve",1.8,0.2,0.59,244,"1 cup,  (8 fl oz)",369,"1 can,  (13 oz)"
"Soup, lentil with ham, canned, ready-to-serve",8.16,,,248,"1 cup,  (8 fl oz)",567,"1 can,  (20 oz)"
"CAMPBELL Soup Company, CAMPBELL'S Red and White, Cheddar Cheese Soup, condensed",8.87,0.8,1.61,124,"1 serving, 1/2 cup",,
"Soup, minestrone, canned, chunky, ready-to-serve",8.64,2.4,2.17,240,"1 cup",539,"1 can,  (19 oz)"
"Soup, minestrone, canned, condensed",9.17,0.8,1.5,123,".5 cup,  (4 fl oz)",298,"1 can,  (10.5 oz)"
"CAMPBELL Soup Company, CAMPBELL'S Red and White, Chicken and Dumplings Soup, condensed",7.94,0.8,0.79,126,"1 serving, 1/2 cup",,
"Soup, mushroom barley, canned, condensed",9.6,,,126,".5 cup,  (4 fl oz)",305,"1 can,  (10.75 oz)"
"Soup, cream of mushroom, canned, condensed",6.72,0,1.46,121,".5 cup",303,"1 can,  (10.7 oz)"
"Soup, mushroom with beef stock, canned, condensed",7.41,0.1,2.28,126,".5 cup,  (4 fl oz)",305,"1 can,  (10.75 oz)"
"Soup, onion, canned, condensed",6.68,0.7,2.72,123,".5 cup,  (4 fl oz)",298,"1 can,  (10.5 oz)"
"Soup, cream of onion, canned, condensed",10.4,0.4,3.64,126,".5 cup",305,"1 can,  (10.75 oz)"
"CAMPBELL Soup Company, CAMPBELL'S Red and White, Chicken and Stars Soup, condensed",8.73,0.8,0.79,126,"1 serving, 1/2 cup",,
"Soup, oyster stew, canned, condensed",3.32,0,,123,".5 cup,  (4 fl oz)",298,"1 can,  (10.5 oz)"
"Soup, pea, green, canned, condensed",20.18,3.9,6.52,128,".5 cup",319,"1 can,  (11.2 oz)"
"Soup, pea, split with ham, canned, chunky, ready-to-serve",11.17,1.7,1.91,240,"1 cup",539,"1 can,  (19 oz)"
"Soup, pea, split with ham, canned, condensed",20.81,1.7,,135,".5 cup,  (4 fl oz)",326,"1 can,  (11.5 oz)"
"Soup, pepperpot, canned, condensed",7.66,0.4,,126,".5 cup,  (4 fl oz)",298,"1 can,  (10.5 oz)"
"Soup, cream of potato, canned, condensed",9.14,0.4,1.69,126,".5 cup,  (4 fl oz)",305,"1 can,  (10.75 oz)"
"CAMPBELL Soup Company, CAMPBELL'S Red and White, Chicken Alphabet Soup, condensed",9.52,0.8,0.79,126,"1 serving, 1/2 cup",,
"Soup, scotch broth, canned, condensed",7.73,1,,123,".5 cup,  (4 fl oz)",298,"1 can,  (10.5 oz)"
"Soup, cream of shrimp, canned, condensed",6.53,0.2,,126,".5 cup,  (8 fl oz)",305,"1 can,  (10.75 oz)"
"CAMPBELL Soup Company, CAMPBELL'S Red and White, Chicken Broth, condensed",0.81,0,0.81,124,"1 serving, 1/2 cup",,
"CAMPBELL Soup Company, CAMPBELL'S Red and White, Chicken Gumbo Soup, condensed",7.94,0.8,1.59,126,"1 serving, 1/2 cup",,
"Soup, stockpot, canned, condensed",8.95,,,129,".5 cup,  (4 fl oz)",312,"1 can,  (11 oz), undiluted"
"Soup, tomato beef with noodle, canned, condensed",16.87,1.2,,251,"1 cup,  (8 fl oz)",305,"1 can,  (10.75 oz)"
"CAMPBELL Soup Company, CAMPBELL'S Red and White, Chicken Noodle Soup, condensed",6.35,0.8,0.79,126,"1 serving, 1/2 cup",,
"Soup, tomato rice, canned, condensed",17.08,1.3,5.9,129,".5 cup,  (4 fl oz)",312,"1 can,  (11 oz), undiluted"
